94,68639935,48,Mercedes,M8,1998
95,90121259,41,Scania,M11,2006
96,15181781,56,Scania,M9,1986
97,23569304,30,Iveco,M3,1999
98,29856367,10,Mercedes,M6,2001
99,34305582,26,Mercedes,M1,1992
100,73825753,32,Mercedes,M8,1992
101,28110085,25,MAN,M12,2006
102,43403460,45,MAN,M1,1987
103,50967320,6,MAN,M13,2005
104,10408136,20,Iveco,M2,2012
105,66762022,56,Volvo,M1,2009
106,96454519,13,Scania,M5,2005
107,81353390,13,Volvo,M11,2012
108,95751609,55,Scania,M11,1994
109,35265031,32,Mercedes,M1,2009
110,49001966,6,Scania,M14,2005
111,10254324,21,Mercedes,M5,1992
112,42633574,52,MAN,M14,2011
113,23515859,52,Volvo,M11,2011
114,79892079,18,Scania,M4,1998
115,11776447,17,Volvo,M14,2002
116,75464775,37,MAN,M3,2010
117,64716179,28,Volvo,M6,2009
118,19361882,31,Scania,M5,2009
119,95560664,33,Scania,M8,1992
120,61130111,5,Scania,M4,2007
121,85777217,23,Mercedes,M10,1995
122,72053482,49,Scania,M13,1986
123,51095236,35,Iveco,M14,1992
124,39588439,9,Scania,M3,1970
125,68571284,28,MAN,M5,2011
126,12209698,7,Scania,M12,2009
127,79766772,55,MAN,M1,2009
128,47634290,44,Volvo,M2,2008
129,58097229,21,Volvo,M1,2012
130,15503742,11,Volvo,M14,1998
131,99522903,50,Mercedes,M12,2009
132,90413909,13,Iveco,M12,1993
133,52604500,31,Iveco,M8,1986
134,22525574,44,Volvo,M1,2004
135,24201008,6,Volvo,M2,1997
136,50024869,29,Volvo,M11,2007
137,77586724,12,Scania,M11,1993
138,13835261,30,MAN,M1,1991
139,79921050,3,Mercedes,M4,2007
140,99458632,25,Scania,M10,2010
141,82054149,36,Scania,M6,2006
142,35916350,24,Scania,M9,2004
143,76628590,56,Volvo,M10,1996
144,38822341,16,Volvo,M14,1991
145,90374423,14,Mercedes,M14,1997
146,26814341,19,MAN,M11,2010
147,28246375,8,Volvo,M5,2009
148,47191146,31,MAN,M3,2012
149,18136240,44,Mercedes,M10,2009
150,90918125,48,Iveco,M9,2006
151,82422104,3,MAN,M5,1988
152,25291355,11,Scania,M2,1989
153,10757880,46,Mercedes,M3,2007
154,16372768,44,Scania,M5,2012
155,67222773,52,Volvo,M7,1996
156,26547594,30,MAN,M8,1996
157,60468167,34,Mercedes,M6,2010
158,70817123,33,Scania,M1,2008
159,22037245,23,MAN,M3,1991
160,95163459,52,Mercedes,M2,2010
161,25435235,9,Volvo,M1,2002
162,45811133,10,Mercedes,M14,1998
163,12452342,12,Volvo,M11,2003
164,10909853,8,Iveco,M5,2012
165,32817626,18,MAN,M8,1997
166,38208071,52,MAN,M9,2002
167,91031040,8,Volvo,M1,1992
168,83096033,15,Scania,M6,1997
169,82671394,29,Scania,M13,1996
170,13133984,7,MAN,M8,1985
171,18757250,32,Mercedes,M5,2009
172,26501226,8,Scania,M13,1997
173,56826291,25,Iveco,M3,2007
174,25627262,53,Scania,M6,2009
175,26418974,14,Mercedes,M12,2007
176,86782630,41,Mercedes,M6,2012
177,20486819,33,Mercedes,M6,1998
178,45982458,7,Scania,M2,2005
179,30243114,52,Volvo,M11,2002
180,12178954,20,Scania,M3,1995
181,42666917,39,Iveco,M4,2009
182,95956357,42,Scania,M4,1988
183,35890899,46,MAN,M2,2012
184,39942292,43,Mercedes,M8,1992
185,81662447,8,Mercedes,M9,2006
186,98304553,13,Volvo,M10,1999
187,48419983,45,Iveco,M11,2011
188,93163299,16,MAN,M8,2000
189,29197206,33,Volvo,M8,2013
190,25880823,23,Mercedes,M10,2012
191,93164266,30,Volvo,M8,2006
192,62209448,23,Mercedes,M4,1992
193,24385717,34,Iveco,M12,1996
194,75595067,8,Iveco,M5,1998
195,65608946,52,Scania,M3,2002
196,68902975,46,Mercedes,M11,2011
197,48690319,12,Volvo,M6,1999
198,56004606,52,MAN,M13,2008
199,74349066,33,MAN,M14,2003
200,22349118,10,MAN,M14,2007
201,82474864,3,MAN,M10,1991
202,71689903,30,Iveco,M5,1997
203,29062552,36,Scania,M10,1993
204,14354629,22,Mercedes,M5,1996
205,53213109,28,Mercedes,M9,2012
206,22382251,27,Scania,M4,2001
207,48573493,32,Scania,M3,1999
208,27674033,6,MAN,M5,1991
209,42205902,51,Iveco,M5,2012
210,28621313,11,MAN,M3,1994
211,19235479,53,Scania,M4,2007
212,27339425,46,Scania,M11,1986
213,77795581,47,Volvo,M1,1996
214,40766388,26,MAN,M14,1999
215,88265182,40,Scania,M2,1998
216,78149219,29,Mercedes,M9,2002
217,83962335,11,Scania,M3,1996
218,90893914,20,Volvo,M9,2003
219,95747852,37,MAN,M6,1974
220,46552851,11,MAN,M12,2003
221,89085845,10,MAN,M5,2008
222,12287948,11,Scania,M11,2011
223,17660025,10,MAN,M14,2011
224,70696390,42,Mercedes,M10,1996
225,19900799,36,Iveco,M13,2003
226,81613888,38,MAN,M2,2004
227,71633407,43,Iveco,M11,2007
228,23154379,35,MAN,M2,2009
229,31604357,21,Iveco,M8,2003
230,34463776,36,Iveco,M9,2006
231,45727761,37,Mercedes,M2,1992
232,35983114,16,Volvo,M3,2010
233,88867660,23,Iveco,M10,2002
234,97724106,12,MAN,M12,2007
235,48835150,17,Scania,M13,1994
236,81487488,52,Mercedes,M6,2004
237,98855145,29,Iveco,M2,1993
238,70394993,46,Iveco,M8,2006
239,10486305,26,Scania,M1,2012
240,19822900,30,MAN,M3,2002
241,64851018,24,Mercedes,M7,1990
242,68815612,8,Mercedes,M3,2006
243,26573713,34,Volvo,M9,2008
244,39282192,11,MAN,M11,2002
245,49704051,30,Iveco,M11,1994
246,56532918,13,Volvo,M1,1993
247,43279593,7,Mercedes,M13,2007
248,25584662,47,Scania,M11,2007
249,93550631,47,Iveco,M2,2004
250,69988923,38,Scania,M13,1994
251,55434255,51,Iveco,M2,2005
252,24349479,51,Mercedes,M4,1994
253,41730027,19,Scania,M4,2000
254,78849706,40,Scania,M13,1993
255,23532808,53,Iveco,M2,2000
256,60881336,27,Mercedes,M9,2010
257,45307444,25,Iveco,M7,2003
258,70601144,43,Scania,M5,2007
259,10757367,3,Iveco,M11,2011
260,59538987,6,Volvo,M5,1992
261,61308187,3,Scania,M9,2008
262,67233595,17,MAN,M13,1985
263,67115652,55,Iveco,M1,2004
264,80773770,3,Mercedes,M2,1998
265,57196726,36,MAN,M10,2004
266,60049804,55,Volvo,M10,2001
267,15536375,18,Volvo,M2,2000
268,92469638,18,Scania,M4,2001
269,97849671,40,Volvo,M8,1998
270,33020040,31,MAN,M5,2011
271,45078756,50,Scania,M8,2002
272,13711863,5,Mercedes,M5,2012
273,45081964,31,Mercedes,M4,1996
274,65430843,20,MAN,M12,2011
275,84513970,21,Iveco,M2,1998
276,71502629,52,Iveco,M1,2006
277,12983624,14,Iveco,M8,2006
278,26990514,35,Mercedes,M8,1998
279,70626048,29,MAN,M6,2003
280,71825711,55,MAN,M11,2005
281,41830648,54,Iveco,M10,1994
282,81375967,35,Mercedes,M4,2001
283,28298450,18,Iveco,M5,2009
284,69279810,51,Scania,M14,1993
285,22703525,37,Scania,M13,2006
286,34789835,38,Scania,M13,1986
287,12228494,18,Volvo,M14,1999
288,10697554,17,MAN,M2,1999
289,43328796,23,Scania,M10,2011
290,22421893,3,Iveco,M11,2000
291,68839233,34,Volvo,M7,1998
292,25550675,25,Iveco,M8,1995
293,53853331,18,Mercedes,M1,2010
294,28906396,41,Volvo,M7,1994
295,22992254,3,Volvo,M2,2005
296,20810240,46,Mercedes,M7,2001
297,59288845,35,Mercedes,M10,2008
298,48491234,40,MAN,M4,2006
299,22518849,38,Iveco,M11,1997
300,27212268,30,Volvo,M1,1996
301,67806587,30,Mercedes,M10,2002
302,34000527,13,Volvo,M7,2005
303,88210157,3,Volvo,M11,2012
304,76556581,28,Iveco,M1,1999
305,96514723,17,Scania,M2,1993
306,42545289,43,Volvo,M5,1997
307,61029846,22,Volvo,M13,1996
308,38552103,38,Mercedes,M1,1991
309,52004339,47,Iveco,M3,2010
310,86197499,13,Iveco,M7,1995
311,41873213,37,Iveco,M4,2000
312,62472305,36,Iveco,M7,1997
313,22118370,8,Scania,M12,2011
314,85909830,26,MAN,M12,1995
315,60285021,20,Iveco,M6,1995
316,38298755,41,Mercedes,M7,2001
317,23664235,5,MAN,M7,1966
318,99978355,12,MAN,M5,1990
319,12900525,43,Scania,M9,2005
320,16737992,6,MAN,M12,2006
321,18813053,44,MAN,M9,2007
322,95819506,46,Iveco,M2,2008
323,67802766,11,Scania,M13,2008
324,52302212,8,Scania,M1,1998
325,71271727,11,Iveco,M11,1996
326,23069360,53,Scania,M13,2008
327,59168730,26,Scania,M13,2012
328,52112589,15,Mercedes,M10,1989
329,87936668,14,MAN,M12,1994
330,84176949,39,Volvo,M2,2010
331,21263272,47,MAN,M2,2012
332,36431329,18,Iveco,M14,2008
333,27941657,8,MAN,M13,1994
334,31032137,27,Iveco,M1,1993
335,65113671,10,Volvo,M7,2009
336,29526505,39,Scania,M1,2001
337,42502713,16,Volvo,M12,2004
338,94593694,14,Mercedes,M12,2003
339,20072488,39,Volvo,M3,2007
340,75032300,10,MAN,M1,1989
341,71369464,52,Iveco,M3,2012
342,51175679,54,Scania,M3,2005
343,69007596,24,Scania,M8,2002
344,24486124,5,Mercedes,M5,2000
345,11238254,42,Iveco,M4,2005
346,23842436,49,Mercedes,M3,2013
347,20407277,54,Mercedes,M14,2001
348,22322504,44,MAN,M2,2006
349,42492836,48,Mercedes,M1,2011
350,82398596,49,Volvo,M14,1992
351,39922521,9,Iveco,M13,2001
352,45239829,43,MAN,M6,2006
353,62923384,26,Scania,M5,2008
354,78800381,31,Mercedes,M9,2005
355,46207607,41,Iveco,M11,1995
356,72035954,48,Iveco,M4,2004
357,45467200,32,Mercedes,M12,2012
358,41977003,22,Mercedes,M9,2011
359,49611761,18,MAN,M2,1995
360,72116516,35,Mercedes,M10,2011
361,34691415,3,Mercedes,M9,2008
362,74700351,38,Volvo,M1,1992
363,76439916,33,Scania,M10,1986
364,30193086,41,Mercedes,M14,1994
365,72574602,35,MAN,M1,2010
366,74367374,40,Iveco,M12,2011
367,93522420,29,MAN,M5,2000
368,12944301,51,Scania,M7,2001
369,41311544,35,MAN,M2,1992
370,28679080,16,Volvo,M4,2007
371,69390091,42,Iveco,M3,2006
372,32875472,20,MAN,M9,2013
373,79539585,39,Iveco,M12,2010
374,84190200,18,Volvo,M10,1993
375,36995875,21,Iveco,M14,2008
376,81865524,33,Volvo,M9,1994
377,67799425,29,Scania,M2,2010
378,36394561,51,Mercedes,M5,2007
379,54637723,37,Iveco,M6,2011
380,67993169,44,MAN,M6,2010
381,78150795,41,Volvo,M8,2007
382,86975839,28,Iveco,M9,1996
383,41021831,31,Scania,M4,1994
384,34698022,20,Iveco,M7,1999
385,89278669,33,Scania,M7,1994
386,78751231,8,Volvo,M6,2009
387,15302163,44,Volvo,M2,2010
388,60293975,37,MAN,M11,2010
389,70400765,23,Iveco,M10,1992
390,14589761,52,Volvo,M13,1994
391,17401528,41,Volvo,M3,1995
392,29468019,45,Scania,M2,2012
393,54972140,35,MAN,M1,1987
394,53153123,52,MAN,M7,1994
395,36125271,4,Iveco,M12,2001
396,29420127,46,Iveco,M8,1996
397,53688131,50,Volvo,M12,2005
398,52095175,5,Mercedes,M6,1972
399,36361457,48,Mercedes,M7,2003
400,66206779,22,MAN,M14,1994
401,48392616,28,MAN,M12,2005
402,48522254,34,Mercedes,M2,2011
403,88903320,47,MAN,M2,2008
404,37897142,34,Mercedes,M8,1984
405,76361699,47,Mercedes,M13,1988
406,17257434,27,Iveco,M2,2009
407,40217600,20,Mercedes,M7,2002
408,66145521,48,Scania,M14,2009
409,30520690,10,MAN,M13,2003
410,29831538,23,Iveco,M9,1997
411,52580007,29,Volvo,M7,2000
412,74814968,4,Scania,M10,2013
413,78724884,47,Scania,M1,2001
414,22088301,34,Iveco,M4,1985
415,66591240,11,Mercedes,M5,1985
416,20481320,53,Volvo,M9,2007
417,35636818,34,MAN,M12,1994
418,76751459,35,Volvo,M13,2011
419,19739571,11,Volvo,M10,2011
420,60875745,15,Iveco,M14,2012
421,13814756,37,MAN,M9,2000
422,54896750,41,MAN,M12,2005
423,92554219,11,Mercedes,M5,2011
424,90102800,52,MAN,M14,1994
425,14643542,19,Scania,M9,1993
426,59411977,17,Volvo,M4,2005
427,16481441,8,MAN,M10,2010
428,66856703,10,Iveco,M4,1991
429,85157996,15,MAN,M12,2011
430,80739299,17,Scania,M8,2004
431,14775872,29,Scania,M2,1999
432,30714956,43,MAN,M9,2003
433,11137690,38,Iveco,M6,1988
434,58304059,12,Volvo,M4,2011
435,25384828,3,Mercedes,M12,2007
436,97379510,26,Scania,M9,1992
437,89026802,23,MAN,M3,2000
438,56522834,7,Volvo,M11,2012
439,67492216,46,Mercedes,M1,1962
440,92418274,54,Scania,M10,1997
441,32087283,32,Mercedes,M12,1988
442,40021775,40,Iveco,M14,1998
443,78920569,13,MAN,M1,2009
444,49254362,16,Scania,M7,1992
445,25259616,23,Iveco,M3,2002
446,70533686,12,Volvo,M13,2010
447,56806643,49,MAN,M4,1996
448,95909935,11,Scania,M14,1999
449,52220480,5,Iveco,M6,2010
450,17653871,9,Scania,M8,2006
451,72880703,53,Volvo,M2,2012
452,29785436,53,Mercedes,M14,1989
453,49173866,42,MAN,M4,2004
454,30737614,10,Scania,M10,2007
455,90514594,32,Scania,M6,1989
456,46589260,24,Scania,M6,2007
457,91318852,39,MAN,M4,2006
458,44587601,55,Mercedes,M10,1996
459,27261794,3,MAN,M8,1998
460,85778954,22,Volvo,M1,1994
461,17072680,38,Scania,M10,2007
462,93203083,3,Iveco,M3,1997
463,18059819,13,Iveco,M1,2008
464,40831626,25,Iveco,M10,2003
465,80831224,22,Iveco,M14,1987
466,14461180,33,Scania,M5,2005
467,31056337,9,Mercedes,M7,2006
468,81530407,5,MAN,M11,1996
469,64026657,31,MAN,M5,2009
470,30921721,21,Mercedes,M11,1995
471,52587542,6,Mercedes,M2,2002
472,85176333,25,Volvo,M7,2005
473,97983336,54,Iveco,M14,2010
474,25238235,27,Iveco,M3,1995
475,11415190,8,Mercedes,M3,2009
476,48915407,34,Mercedes,M4,2006
477,23752666,24,Mercedes,M6,2000
478,11586044,52,Mercedes,M10,2012
479,37527297,41,Scania,M3,2009
480,95550283,48,MAN,M12,1984
481,82466635,7,Scania,M1,2003
482,16779252,18,Scania,M8,2004
483,58962068,13,Volvo,M12,2005
484,29574485,52,Iveco,M14,1996
485,79012909,16,Iveco,M2,1998
486,42619374,18,Mercedes,M2,2002
487,17443024,49,Volvo,M8,2010
488,74140241,3,MAN,M8,2006
489,93673652,4,Iveco,M13,2012
490,35145798,11,Iveco,M10,2007
491,22053933,38,Volvo,M2,2008
492,65711133,19,Volvo,M3,1999
493,26193549,31,Volvo,M14,2000
494,27573338,55,Mercedes,M2,1988
495,33300897,45,Iveco,M7,1998
496,82347238,3,Mercedes,M11,1998
497,15460218,13,Mercedes,M10,1997
498,49174875,6,Volvo,M11,2011
499,79153341,14,Scania,M9,2006
500,27062592,41,Iveco,M9,1992
501,58529572,40,MAN,M9,1993
502,36719463,54,Volvo,M12,1995
503,88571234,34,Iveco,M9,1995
504,23161772,7,Mercedes,M9,1998
505,40441850,28,Scania,M3,1993
506,14455011,12,Volvo,M9,1999
507,84997192,17,Mercedes,M4,1999
508,89825242,32,Iveco,M10,2008
509,51102536,10,MAN,M3,2007
510,53636230,26,MAN,M12,1991
511,45364536,26,Scania,M7,1997
512,53160190,10,Mercedes,M11,1993
513,94297812,35,Mercedes,M10,2002
514,46535087,23,Mercedes,M10,1999
515,85718732,22,Mercedes,M14,2009
516,42759038,31,Scania,M7,2004
517,74669642,46,Mercedes,M5,1997
518,21638039,42,Mercedes,M8,2012
519,70129241,40,Scania,M1,2007
520,99964297,41,Volvo,M12,1994
521,24469806,3,Scania,M8,1993
522,51979896,6,Volvo,M7,1994
523,73535623,26,Iveco,M11,1992
524,34339317,53,Mercedes,M2,2005
525,16757730,18,Volvo,M12,1998
526,54162061,11,Volvo,M5,2012
527,68069474,38,Volvo,M1,2001
528,15797302,41,Volvo,M8,2008
529,26200299,56,Scania,M5,1988
530,87815642,34,MAN,M10,1992
531,72971465,6,Volvo,M10,2011
532,66582369,3,Mercedes,M14,2004
533,18458553,4,MAN,M4,1998
534,94072451,55,Iveco,M5,1986
535,37567679,51,Volvo,M3,2003
536,37150870,5,Mercedes,M10,1996
537,69254026,23,Scania,M1,2001
538,38937507,21,Scania,M9,1994
539,32040409,19,Scania,M7,2010
540,77353627,4,MAN,M12,2012
541,67012100,10,MAN,M3,1995
542,71777681,12,MAN,M3,1997
543,26730000,49,Mercedes,M8,1993
544,53997981,13,Iveco,M10,2004
545,78089938,43,Scania,M7,1972
546,42341466,26,Iveco,M3,2004
547,12303782,45,Scania,M4,2008
548,99150741,8,Iveco,M7,1999
549,95413403,45,Scania,M12,1998
550,22745568,19,Mercedes,M9,1998
551,12416820,56,Scania,M2,2004
552,87434053,12,Volvo,M2,1993
553,31566250,8,Scania,M7,1993
554,36319804,19,MAN,M1,1997
555,75977835,10,Scania,M8,1998
556,62290267,42,MAN,M11,2003
557,62806675,17,Volvo,M10,2002
558,64224783,34,Mercedes,M14,1994
559,26484389,56,Scania,M14,1985
560,54823287,34,Scania,M3,2013
561,95058511,54,Mercedes,M11,2006
562,98178808,3,MAN,M9,2009
563,79847005,6,Scania,M3,2002
564,20724011,27,Scania,M13,2012
565,68474348,24,Iveco,M4,2003
566,58825651,37,Mercedes,M14,2009
567,27629153,53,Volvo,M14,2008
568,83030526,31,Volvo,M2,2010
569,48174674,28,Mercedes,M4,2006
570,29526430,9,Mercedes,M6,1999
571,43883290,15,Scania,M13,2010
572,33960569,15,Scania,M13,1993
573,96552249,44,Mercedes,M2,1998
574,45741650,44,Scania,M1,1998
575,14256090,21,Scania,M11,1997
576,94602710,28,Mercedes,M3,2005
577,71507584,48,Mercedes,M10,2004
578,29821869,29,Volvo,M2,1998
579,80742049,51,Iveco,M1,2001
580,23921530,35,Iveco,M7,1999
581,56902491,23,MAN,M10,2008
582,17849120,7,Iveco,M6,1996
583,29222113,47,Scania,M6,2004
584,44304613,44,Iveco,M10,2007
585,92493460,50,Mercedes,M8,1995
586,48287769,38,Iveco,M8,2010
587,11281036,32,Scania,M5,2012
588,55031083,33,Mercedes,M9,2013
589,77264825,28,Scania,M6,1994
590,51420421,32,Iveco,M1,1989
591,22749160,42,Volvo,M2,2005
592,22014500,54,Volvo,M11,1998
593,75015419,16,Iveco,M11,1999
594,36592294,28,Scania,M14,2004
595,67522284,39,Volvo,M3,2012
596,44121303,43,MAN,M13,2010
597,30687538,48,Volvo,M13,1993
598,51134703,27,Scania,M5,1987
599,80906306,34,MAN,M14,2001
600,35799903,13,Scania,M1,1996
601,14650107,23,Scania,M5,2010
602,35121086,29,Volvo,M12,1993
603,86577733,14,Mercedes,M11,2006
604,30622875,31,MAN,M5,2003
605,18051727,30,Iveco,M3,2005
606,72658476,11,Scania,M6,1999
607,69620842,10,Volvo,M3,2013
608,94152889,38,Mercedes,M9,1999
609,33343894,21,MAN,M12,1985
610,46349006,16,Volvo,M9,2001
611,73311059,28,Iveco,M1,2006
612,56545399,56,MAN,M9,2011
613,26322207,21,Mercedes,M8,1995
614,19035506,14,Mercedes,M8,1992
615,29021184,29,Volvo,M13,2012
616,23111431,5,Volvo,M7,2004
617,89217482,42,MAN,M1,2012
618,13225507,10,Scania,M1,2007
619,60144644,23,MAN,M5,2013
620,45271389,30,Mercedes,M12,2011
621,98608191,41,Iveco,M13,2011
622,94654828,53,Iveco,M10,2011
623,89520191,21,Iveco,M6,2009
624,41209589,11,Volvo,M7,1992
625,83222287,3,Mercedes,M7,1997
626,79766718,30,Volvo,M11,2011
627,85441549,10,MAN,M8,1996
628,54105742,56,MAN,M8,2004
629,19610042,55,Mercedes,M10,2004
630,14441871,14,Volvo,M12,2010
631,35560826,22,Scania,M1,1993
632,64195355,41,Volvo,M12,1999
633,82813242,45,Scania,M11,2006
634,33115917,28,Iveco,M6,2013
635,39962144,19,Scania,M5,2001
636,42427915,53,Scania,M14,2001
637,33530262,22,Mercedes,M11,1984
638,75303074,31,Mercedes,M2,2008
639,20424794,3,MAN,M2,2005
640,35522873,27,MAN,M6,2007
641,28252786,32,MAN,M3,1992
642,34067112,27,Scania,M4,2003
643,15638940,56,Mercedes,M10,2003
644,82653408,47,Iveco,M6,2002
645,19303592,45,Volvo,M3,2002
646,23495939,48,Iveco,M6,2011
647,69727045,8,Iveco,M12,1994
648,11280251,10,MAN,M1,1984
649,10319842,30,Scania,M5,2006
650,58217518,22,Scania,M13,2011
651,66795244,10,Mercedes,M3,1987
652,68827785,15,Scania,M5,1993
653,54169302,24,Iveco,M7,1993
654,71334801,17,Volvo,M13,2010
655,96992455,29,Iveco,M5,2011
656,78994420,5,Scania,M2,2010
657,47214520,47,Mercedes,M3,2000
658,77252014,12,Iveco,M7,2011
659,63277466,51,Volvo,M4,1990
660,76802469,38,Scania,M13,2006
661,75044552,21,Scania,M3,1998
662,96465869,30,Volvo,M1,1992
663,46112102,33,Scania,M5,2006
664,72823268,55,Volvo,M4,1996
665,15879870,42,Volvo,M4,2011
666,37158609,52,Iveco,M1,1996
667,79028999,32,Scania,M12,1999
668,91781811,21,Scania,M7,2003
669,31221565,56,Iveco,M7,2006
670,41531549,10,Volvo,M10,2006
671,47830767,33,Iveco,M11,1996
672,79992179,50,Volvo,M6,2009
673,71078670,32,Scania,M7,2009
674,79022140,20,Mercedes,M10,2005
675,75070187,8,MAN,M10,2009
676,81611765,39,Mercedes,M11,2003
677,65276213,46,Scania,M12,1993
678,17565981,52,Mercedes,M4,1987
679,89951894,10,MAN,M3,2000
680,52914081,20,Mercedes,M14,1989
681,33861743,51,Volvo,M5,2006
682,22921694,10,Iveco,M5,1993
683,47153158,23,Volvo,M6,2008
684,49842576,13,Iveco,M14,1996
685,89461619,53,MAN,M8,2009
686,11614301,35,Mercedes,M9,1992
687,96526864,29,Iveco,M1,2008
688,72055048,7,MAN,M9,1995
689,92609601,25,Scania,M2,1997
690,91074264,9,Mercedes,M3,2011
691,45847384,43,MAN,M8,1986
692,19453026,10,Iveco,M14,1988
693,10918445,23,Mercedes,M13,1998
694,29820208,33,Mercedes,M10,2004
695,53919928,9,Mercedes,M12,2004
696,12435984,32,Scania,M8,2007
697,87092897,50,Mercedes,M12,1999
698,34042307,51,Scania,M9,2012
699,55817734,56,Iveco,M10,2000
700,84346943,14,Scania,M12,1985
701,62220214,47,Mercedes,M12,2008
702,84585497,50,Volvo,M9,1993
703,73708642,8,Mercedes,M3,1998
704,34251910,45,Scania,M4,2002
705,60711529,8,Volvo,M9,1987
706,26381815,50,Scania,M12,2001
707,19317974,39,Mercedes,M8,2003
708,90036946,10,Iveco,M7,2012
709,76515067,14,Mercedes,M12,1992
710,45928491,42,Volvo,M4,2006
711,60065678,12,Mercedes,M14,1998
712,69617406,10,Iveco,M14,2005
713,67933928,28,MAN,M13,2007
714,89937961,55,Scania,M3,1993
715,50796916,55,Iveco,M12,2012
716,21256548,52,Scania,M3,1992
717,49879847,30,Mercedes,M2,2010
718,52276111,16,MAN,M6,2009
719,42932195,3,Volvo,M10,1999
720,17542256,24,Mercedes,M3,2007
721,73674290,21,MAN,M6,1993
722,61140655,30,Volvo,M12,2007
723,49310361,17,Mercedes,M6,2012
724,36401198,24,MAN,M7,1992
725,24998546,41,Volvo,M11,2000
726,76840336,33,Mercedes,M10,2001
727,86412191,35,MAN,M13,1987
728,22776953,35,Volvo,M14,2008
729,45087914,20,Scania,M3,2003
730,50608891,16,Scania,M6,2003
731,30137676,26,Iveco,M8,1999
732,41331846,36,Volvo,M14,1995
733,83188748,8,Volvo,M11,2004
734,18125786,53,Scania,M9,1993
735,40556822,39,Scania,M6,2006
736,11276671,40,MAN,M5,2005
737,83452022,5,Volvo,M9,2011
738,69747549,53,Iveco,M3,2003
739,54542520,5,Scania,M2,1992
740,52001623,47,Mercedes,M14,2008
741,90241674,37,MAN,M8,2004
742,27466084,49,Scania,M8,2012
743,79768774,20,Mercedes,M7,1998
744,49157178,35,Mercedes,M5,2008
